index,shop,userid,userinfo,rating,date,photos,username,language,text
1,old-airport-road-food-centre-singapore,YYLDPgetN_4NoPW_tWlkYg,"{'link': '/user_details?userid=YYLDPgetN_4NoPW_tWlkYg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/eB4X2UdUBURmsBNrJvY60w/180s.jpg 3.00x', 'markupDisplayName': 'Daniel F.', 'displayLocation': 'Flushing, NY', 'altText': 'Daniel F.', 'userUrl': '/user_details?userid=YYLDPgetN_4NoPW_tWlkYg', 'partnerAlias': None, 'friendCount': 858, 'photoCount': 1590, 'reviewCount': 747, 'eliteYear': 2022}",5,1/26/2017,[],Daniel F.,en,"I loved the hawker center here.  My cousin and her fiancee took us here as this was their favorite.  You can find a seat first, and then go to all of the different stands.  Let them know how many ppl are eating, they price the portions so you don&amp;#39;t have to pay for more than you can eat. <br&gt;<br&gt;They bring the food straight to your table number when it&amp;#39;s ready.  Even when you pay for beer, they bring the bottles to your table too.  Absolutely great food and experience."
2,old-airport-road-food-centre-singapore,8-16ryk-5pdzUs_6cI_5aw,"{'link': '/user_details?userid=8-16ryk-5pdzUs_6cI_5aw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/5nx1UMhLcQgkILhPxVJmEQ/180s.jpg 3.00x', 'markupDisplayName': 'Nicola L.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Nicola L.', 'userUrl': '/user_details?userid=8-16ryk-5pdzUs_6cI_5aw', 'partnerAlias': None, 'friendCount': 15, 'photoCount': 222, 'reviewCount': 585, 'eliteYear': 2022}",4,12/15/2018,[],Nicola L.,en,"Roast Paradise #01-122<br&gt;Charsiew with chicken rice - 4 stars<br&gt;Not much meat and the meat has a layer of fat in each slice and is a bit too burnt on the edges which I don&amp;#39;t quite like. But overall the meat is cooked really well - moist, juicy meat, not too sweet or salty.<br&gt;<br&gt;BNR Coffee<br&gt;Kopi C Kosong Bing - 4 stars<br&gt;Rich good flavor even without sugar. Would get less ice the next time.<br&gt;<br&gt;Park at the multistorey carpark! The lanes are nice and wide compared to most other HDB carparks."
3,old-airport-road-food-centre-singapore,gfFezDPP-zIieX0W6JleDA,"{'link': '/user_details?userid=gfFezDPP-zIieX0W6JleDA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/Z3SlaAnTwu8hHtHHxV2XRQ/180s.jpg 3.00x', 'markupDisplayName': 'Sandy L.', 'displayLocation': 'New York, NY', 'altText': 'Sandy L.', 'userUrl': '/user_details?userid=gfFezDPP-zIieX0W6JleDA', 'partnerAlias': None, 'friendCount': 261, 'photoCount': 338, 'reviewCount': 129, 'eliteYear': 2022}",5,10/10/2018,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/Eoh22NxYak61LxMnKqSjKg/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=bc5gs6OFJMgRgChvfyRR5w&amp;select=Eoh22NxYak61LxMnKqSjKg', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Oyster pancake $8 Laska $4 Big prawn noodle $8', 'width': 180, 'height': 180, 'caption': 'Oyster pancake $8 Laska $4 Big prawn noodle $8'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/gvGLRiIgfpAwp7HLxWld4Q/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=bc5gs6OFJMgRgChvfyRR5w&amp;select=gvGLRiIgfpAwp7HLxWld4Q', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. from a auntie uncle stand $2, refreshing sugar cane juice', 'width': 180, 'height': 180, 'caption': 'from a auntie uncle stand $2, refreshing sugar cane juice'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/qJqxhf2veBhW8Vyia04evA/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=bc5gs6OFJMgRgChvfyRR5w&amp;select=qJqxhf2veBhW8Vyia04evA', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Chendol $1.50', 'width': 180, 'height': 180, 'caption': 'Chendol $1.50'}]",Sandy L.,en,"must get the sugar cane juice! $2 <br&gt;<br&gt;very refreshing and affordable drink, one of the stall the uncle and aunties will come to your table and ask if you want something to drink. they&amp;#39;ll take your order and then bring it to you that&amp;#39;s when you pay them the money.<br&gt;<br&gt;We tried to try a lot of the stalls and almost everything that we got is very good, we got some recommendation on youtube channels. <br&gt;<br&gt;my favorite was the Laska <br&gt;<br&gt;P.S bring your own napkins :)"
4,old-airport-road-food-centre-singapore,hVU5veeJhLndcBjAS1fLCg,"{'link': '/user_details?userid=hVU5veeJhLndcBjAS1fLCg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/H28Nvd7u6YMANz0RTe9JVw/180s.jpg 3.00x', 'markupDisplayName': 'Mindy T.', 'displayLocation': 'Washington, DC', 'altText': 'Mindy T.', 'userUrl': '/user_details?userid=hVU5veeJhLndcBjAS1fLCg', 'partnerAlias': None, 'friendCount': 378, 'photoCount': 1162, 'reviewCount': 747, 'eliteYear': None}",5,3/9/2019,[],Mindy T.,en,"The hawker food options are limitless here!! There are so many hawker stalls to choose from and they all look so good! I can&amp;#39;t pinpoint any single one, but I bet you won&amp;#39;t be disappointed with any of these mom and pop shops.  <br&gt;<br&gt;It&amp;#39;s a little ways out of the main downtown area, but can easily be accessed via public transportation."
5,old-airport-road-food-centre-singapore,YxvReMN6zPOeUiBo1mMQlQ,"{'link': '/user_details?userid=YxvReMN6zPOeUiBo1mMQlQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/HdKChWbYVId3H9c-uuOtQg/180s.jpg 3.00x', 'markupDisplayName': 'Jie L.', 'displayLocation': 'Oakland, CA', 'altText': 'Jie L.', 'userUrl': '/user_details?userid=YxvReMN6zPOeUiBo1mMQlQ', 'partnerAlias': None, 'friendCount': 229, 'photoCount': 182, 'reviewCount': 261, 'eliteYear': 2022}",4,11/5/2019,[],Jie L.,en,"old airport road, known as the most popular Hawker in Singapore, offers a wide selection of food across different price points depending on what you eat. I love eating here, but it also makes my indecisiveness a problem haha. Some of the stalls will sell out and close early, to make sure you get to try everything, go in a group and go for lunch instead of dinner. I&amp;#39;ve had a few times where I wanted to get roast meats there, but they sell out before dinner :("
6,old-airport-road-food-centre-singapore,H8mXfh5XgGCqmMLwVH7k5A,"{'link': '/user_details?userid=H8mXfh5XgGCqmMLwVH7k5A', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/_9Tjfd7rCOKCYLEUzAJLHw/180s.jpg 3.00x', 'markupDisplayName': 'Melissa Y.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Melissa Y.', 'userUrl': '/user_details?userid=H8mXfh5XgGCqmMLwVH7k5A', 'partnerAlias': None, 'friendCount': 558, 'photoCount': 6125, 'reviewCount': 521, 'eliteYear': 2022}",4,8/19/2015,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/YqF8F4zvJ2o764m1O-qQXg/300s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=qSgShYrFQrlco6N0gur-Dg&amp;select=YqF8F4zvJ2o764m1O-qQXg', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Western Barbeque #53 Jogurtz#129 Lao Fu Zi Fried Kway Teow12 Xing Li Cooked Food28 Jia Long Mei Shi #55 Kah Ping Ri Ye Xiang #87', 'width': 300, 'height': 300, 'caption': 'Western Barbeque #53 Jogurtz#129 Lao Fu Zi Fried Kway Teow12 Xing Li Cooked Food28 Jia Long Mei Shi #55 Kah Ping Ri Ye Xiang #87'}]",Melissa Y.,en,"Orchid Coffee Stall #11 (facing main road)<br&gt;Sugar Cane Juice<br&gt;The owner of the stall isn&amp;#39;t very pushy but he will approach nearby tables if they want a drink. The sugar cane juice here is pretty decent and refreshing. $1.50 a cup. <br&gt;<br&gt;Western Barbeque #53<br&gt;Supposedly a famous stall, and they serve each plate with bun all wrapped up in plastic, very old school. We ordered, chicken, pork and lamb. All were tender and juicy. The sunny side up was perfect too.<br&gt;<br&gt;Jogurtz #129<br&gt;A newly opened froyo stall on the back row, serves small $3.50 or large $5 cups, to be honest, both small and large cups seems to have the same amount of froyo, just more toppings in the large cup. The small sized cup seems to be at least a medium sized Llao Llao cup. It&amp;#39;s more icy and slightly more sour than other competitors but it is very refreshing to eat this after alot of bbq and greasy food.<br&gt;<br&gt;Lao Fu Zi Fried Kway Teow 老夫子炒粿条 #12<br&gt;Probably one of the most famous stalls in Old Airport Road, the queue grows quickly but the uncle also cooks quickly. The stall can be recognized by the music playing out of the boombox, and the auntie who takes orders very quickly. You can be the 10th person down the line and she&amp;#39;s asking for your order! The kway teow was very wet and wasn&amp;#39;t too oily, the flavour was there and I didn&amp;#39;t eat chunks of lard but I could definitely taste the use of lard.<br&gt;<br&gt;Xing Li Cooked Food 兴利熟食 #28<br&gt;Fried Oyster<br&gt;As mentioned by fellow yelper Dominic C, the fried egg is very gooey and isn&amp;#39;t crispy, the cook definitely takes his own sweet time to cook the fried egg.<br&gt;<br&gt;Jia Long Mei Shi #55<br&gt;Chicken Wings<br&gt;The chicken wings were juicy and good, the auntie was very friendly and there was no queue. Got the food quickly and ate it quickly as well! Not a bad choice for chicken wings!<br&gt;<br&gt;Kah Ping Ri Ye Xiang #87<br&gt;Rojak<br&gt;Lots of big dough fritter pieces, all were crispy despite taking my time to slowly finish up the plate. The chilli can be quite spicy so beware. Lots of crushed peanut in every mouthful!<br&gt;<br&gt;Ming Kee Fuzhou Fish Balls #109 (facing main road)<br&gt;Fuzhou fish balls have meat embedded in the fish ball which is nice! The meatballs are soft and bouncy and very flavourful. The soup is slightly more bland and comes with a small seaweed. They are served in portions of 6."
7,old-airport-road-food-centre-singapore,IrvnUb3WZxXGjZLvKAU6OQ,"{'link': '/user_details?userid=IrvnUb3WZxXGjZLvKAU6OQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/O55sYMSHzERigAjZ8M8QwQ/180s.jpg 3.00x', 'markupDisplayName': 'Melanie Y.', 'displayLocation': 'Silver Spring, MD', 'altText': 'Melanie Y.', 'userUrl': '/user_details?userid=IrvnUb3WZxXGjZLvKAU6OQ', 'partnerAlias': None, 'friendCount': 607, 'photoCount': 284, 'reviewCount': 335, 'eliteYear': 2022}",4,1/20/2018,[],Melanie Y.,en,"I&amp;#39;m so glad that my friend insisted I visit Singapore while doing my Winter Asia tour 2017. It&amp;#39;s a pretty popular hawker (a term that means Chinatown complex) where you have two long rows of many different food options. FYI, it&amp;#39;s hard to find napkins there so bring some with you. It was also hard for me to find trash bins so I found one attached to a juice stand and threw my trash there. I got scolded though since they could get fined for having random trash items in there. Very odd. <br&gt;<br&gt;Anywho, I ordered some prawn noodles and dessert from two of the stands and left pretty full and satisfied. Another great eating place to come back for sure and try other stands!<br&gt;<br&gt;They also have wifi there so that&amp;#39;s a major plus!"
8,old-airport-road-food-centre-singapore,xOXUF5JXnQKezgEvr6-uDA,"{'link': '/user_details?userid=xOXUF5JXnQKezgEvr6-uDA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/5j6FnDjyonIxFjE7yKamWQ/180s.jpg 3.00x', 'markupDisplayName': 'Dylan K.', 'displayLocation': 'Downtown, Los Angeles, CA', 'altText': 'Dylan K.', 'userUrl': '/user_details?userid=xOXUF5JXnQKezgEvr6-uDA', 'partnerAlias': None, 'friendCount': 84, 'photoCount': 14, 'reviewCount': 86, 'eliteYear': None}",5,6/26/2019,[],Dylan K.,en,"Wow! I had such an amazing experience here while I was visiting Singapore. <br&gt;<br&gt;I LOVED the fresh juices and smoothies along with the chicken rice. <br&gt;<br&gt;If you&amp;#39;re in Singapore, you need to check this place out because you won&amp;#39;t be disappointed. There are so many different options for food, and you will find something tasty for everyone."
9,old-airport-road-food-centre-singapore,g2XPo5GCq2DOep8-BB2wIQ,"{'link': '/user_details?userid=g2XPo5GCq2DOep8-BB2wIQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/pwtUaasaXjxWwxfFIoPzyA/180s.jpg 3.00x', 'markupDisplayName': 'Chalin S.', 'displayLocation': 'Austin, TX', 'altText': 'Chalin S.', 'userUrl': '/user_details?userid=g2XPo5GCq2DOep8-BB2wIQ', 'partnerAlias': None, 'friendCount': 511, 'photoCount': 41, 'reviewCount': 75, 'eliteYear': None}",5,1/8/2020,[],Chalin S.,en,"Amazing food court, BUT BEWARE - if you are not used to Asian food and are being experimental touring Singapore, this may not be the place for you, try something like Lau Pasat instead"
0,old-airport-road-food-centre-singapore,Q1oMmm7tKPOzA7_gqcV4zg,"{'link': '/user_details?userid=Q1oMmm7tKPOzA7_gqcV4zg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/2XHwTGQ4kOC3RwcAuGhzWw/180s.jpg 3.00x', 'markupDisplayName': 'Carolyn L.', 'displayLocation': 'Vancouver, Canada', 'altText': 'Carolyn L.', 'userUrl': '/user_details?userid=Q1oMmm7tKPOzA7_gqcV4zg', 'partnerAlias': None, 'friendCount': 171, 'photoCount': 23125, 'reviewCount': 1782, 'eliteYear': 2022}",3,9/9/2014,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/q4pQR3nYwFdYqgljHg9Rdw/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=815bpbGBZtKQgLs6r8IUMw&amp;select=q4pQR3nYwFdYqgljHg9Rdw', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Stall #01-91. For your congee fix.', 'width': 180, 'height': 180, 'caption': 'Stall #01-91. For your congee fix.'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/eLP75WbUbZuVnQktuKtuqQ/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=815bpbGBZtKQgLs6r8IUMw&amp;select=eLP75WbUbZuVnQktuKtuqQ', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Century egg pork ball congee from stall #01-91', 'width': 180, 'height': 180, 'caption': 'Century egg pork ball congee from stall #01-91'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/_XRdmr-9X6l4iEs23CvKEA/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=815bpbGBZtKQgLs6r8IUMw&amp;select=_XRdmr-9X6l4iEs23CvKEA', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Here are the fish slices. So thinly sliced they looked almost translucent. From stall #01-91.', 'width': 180, 'height': 180, 'caption': 'Here are the fish slices. So thinly sliced they looked almost translucent. From stall #01-91.'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/Ietpzr5etjYPBUnunQkkTw/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=815bpbGBZtKQgLs6r8IUMw&amp;select=Ietpzr5etjYPBUnunQkkTw', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Raw fish salad from stall #01-91. Where are the fish slices?', 'width': 180, 'height': 180, 'caption': 'Raw fish salad from stall #01-91. Where are the fish slices?'}]",Carolyn L.,en,I know there are many good food stalls here but there are also many mediocre or average food stalls. So you do need to know where to go. <br&gt;<br&gt;One such average food stall is #01-91 which sells congee or rice porridge. There are many varieties of porridge available and it does see a steady stream of customer who usually get it to go. <br&gt;<br&gt;I like the options available for the century egg pork porridge. You could choose meatball or meat slices (I think). I had the meatball which was lovely. It came with a you tiao stick which was still crispy. <br&gt;<br&gt;The dish not to order would be the raw fish salad. The small portion was miserable. One could hardly see the fish slices which were so thin they almost blended in with the disposable plate. I guess I am used to the versions served in Chinatown Food Center or even at Tekka Market Food Center which were more generous and cheaper too.
1,old-airport-road-food-centre-singapore,nzIq7_i0C79ToOp-U5e0fA,"{'link': '/user_details?userid=nzIq7_i0C79ToOp-U5e0fA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/wEkP3i0Alw0s78C8EdY57g/180s.jpg 3.00x', 'markupDisplayName': 'Michelle M.', 'displayLocation': 'Durham, NC', 'altText': 'Michelle M.', 'userUrl': '/user_details?userid=nzIq7_i0C79ToOp-U5e0fA', 'partnerAlias': None, 'friendCount': 1512, 'photoCount': 5975, 'reviewCount': 1294, 'eliteYear': None}",4,6/13/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/AQDnBQU0WngmkGQnQu5szw/300s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=7oNvrqWfNLgiDRBMu3f7Qw&amp;select=AQDnBQU0WngmkGQnQu5szw', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. $5 Dumpling noodle from Hua Kee Hougang Famous Wan Ton Mee, #01-02', 'width': 300, 'height': 300, 'caption': '$5 Dumpling noodle from Hua Kee Hougang Famous Wan Ton Mee, #01-02'}]",Michelle M.,en,A solid hawker centre if you&amp;#39;re looking for a legit Singapore eating experience.<br&gt;<br&gt;My current faves include:<br&gt;<br&gt;#01-02: Hua Kee Hougang Famous Wan Ton Mee<br&gt;The $5 portion of the dumpling noodle fed this hungry preggo lady well! I could&amp;#39;ve shied away from the chilli but I figured it wouldn&amp;#39;t do the dish justice if I skipped it. The dumplings were stuffed to the brim and delicious. Throw in the copious amount of al dente noodles in a bowl and it is BEST.<br&gt;<br&gt;#01-12: Lao Fu Zi Fried Kway Teow<br&gt;I love Char Kway Teow and am not very particular with my stalls. Just know this one does the dish justice.<br&gt;<br&gt;#01-51: Waan Waan<br&gt;This is a Thai dessert spot that does coconut ice cream. Their dishes are quite refreshing in this Singapore heat; however they do try to upsell me sometimes even though I tell them straight up that I&amp;#39;m not interested... not a fan of that.<br&gt;<br&gt;Next time I want to try some of the curry puff stalls and the banana fritter stall in the back!
2,old-airport-road-food-centre-singapore,HbI_aAcr8OhkCwRJ1eKU7g,"{'link': '/user_details?userid=HbI_aAcr8OhkCwRJ1eKU7g', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/DZjLShZaSRI6mCi2JlhiXg/180s.jpg 3.00x', 'markupDisplayName': 'C W.', 'displayLocation': 'Singapore, Singapore', 'altText': 'C W.', 'userUrl': '/user_details?userid=HbI_aAcr8OhkCwRJ1eKU7g', 'partnerAlias': None, 'friendCount': 11, 'photoCount': 1682, 'reviewCount': 141, 'eliteYear': None}",4,10/9/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/3ExYhm1cidrj_ZWeoF27jg/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=_v7NUEy4nouu-2vsAOlb3A&amp;select=3ExYhm1cidrj_ZWeoF27jg', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Very hot in Singapore - Jan 2017. Cool down with another shaved ice.', 'width': 180, 'height': 180, 'caption': 'Very hot in Singapore - Jan 2017. Cool down with another shaved ice.'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/uqzUS6JXOpef0UiXw6_xAQ/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=_v7NUEy4nouu-2vsAOlb3A&amp;select=uqzUS6JXOpef0UiXw6_xAQ', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Hawkers center wishing you happy New year', 'width': 180, 'height': 180, 'caption': 'Hawkers center wishing you happy New year'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/5H7049XoYRWzNKfEde3PNw/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=_v7NUEy4nouu-2vsAOlb3A&amp;select=5H7049XoYRWzNKfEde3PNw', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. Pork &amp;amp; Chicken Satay with spicy peanut sauce. Rice Ketupak, cucumber &amp;amp; onions.', 'width': 180, 'height': 180, 'caption': 'Pork &amp; Chicken Satay with spicy peanut sauce. Rice Ketupak, cucumber &amp; onions.'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/ejQDFhOdwO9a-10Z7t8EqQ/180s.jpg', 'link': '/biz_photos/old-airport-road-food-centre-singapore?reviewid=_v7NUEy4nouu-2vsAOlb3A&amp;select=ejQDFhOdwO9a-10Z7t8EqQ', 'altText': 'Photo of Old Airport Road Food Centre - Singapore, Singapore. The sliced fish and meatballs soup looked very different from the menu poster.', 'width': 180, 'height': 180, 'caption': 'The sliced fish and meatballs soup looked very different from the menu poster.'}]",C W.,en,"Plenty of stalls here to choose from. in fact if you have not make your mind up, you will be walking around for at least 30 minutes deciding what to eat.<br&gt;One of the best wonton noodle is located here, and there are two stalls. Which one is better you have to decide.<br&gt;There is a minced pork noodle soup, and it sells out fast. Get there after 2pm, the stall will be closed.<br&gt;There are at least two prawn noodle stalls here, again you have to decide which one is your favourite.<br&gt;Luckily there is only one rojak stall, get a queue number before you start your entree as the queue is super long.<br&gt;Don&amp;#39;t forget the char koay thoew as well as the carrot cake. Again several better stalls at this hawkers center."
